Timestamp,Value,perokok
2021-12-28T22:48:50.874+07:00,0.31568787,1
2021-12-28T22:48:50.921+07:00,0.3176722,1
2021-12-28T22:48:50.976+07:00,0.31940734,1
2021-12-28T22:48:51.018+07:00,0.3179286,1
2021-12-28T22:48:51.062+07:00,0.3177853,1
2021-12-28T22:48:51.109+07:00,0.32244498,1
2021-12-28T22:48:51.152+07:00,0.32739067,1
2021-12-28T22:48:51.197+07:00,0.3399962,1
2021-12-28T22:48:51.245+07:00,0.35082123,1
2021-12-28T22:48:51.288+07:00,0.36410198,1
2021-12-28T22:48:51.332+07:00,0.3675795,1
2021-12-28T22:48:51.378+07:00,0.38176695,1
2021-12-28T22:48:51.423+07:00,0.40385687,1
2021-12-28T22:48:51.472+07:00,0.4173566,1
2021-12-28T22:48:51.521+07:00,0.45473266,1
2021-12-28T22:48:51.565+07:00,0.49635485,1
2021-12-28T22:48:51.611+07:00,0.5401323,1
2021-12-28T22:48:51.652+07:00,0.5937571,1
2021-12-28T22:48:51.698+07:00,0.64179313,1
2021-12-28T22:48:51.747+07:00,0.6894623,1
2021-12-28T22:48:51.791+07:00,0.7226199,1
2021-12-28T22:48:51.844+07:00,0.7434369,1
2021-12-28T22:48:51.888+07:00,0.7660962,1
2021-12-28T22:48:51.928+07:00,0.77837163,1
2021-12-28T22:48:51.974+07:00,0.75692016,1
2021-12-28T22:48:52.021+07:00,0.7355561,1
2021-12-28T22:48:52.065+07:00,0.6983845,1
2021-12-28T22:48:52.110+07:00,0.6540896,1
2021-12-28T22:48:52.156+07:00,0.63837874,1
2021-12-28T22:48:52.210+07:00,0.6312495,1
2021-12-28T22:48:52.253+07:00,0.6281205,1
2021-12-28T22:48:52.307+07:00,0.6061818,1
2021-12-28T22:48:52.351+07:00,0.5905794,1
2021-12-28T22:48:52.408+07:00,0.5428701,1
2021-12-28T22:48:52.451+07:00,0.4804467,1
2021-12-28T22:48:52.496+07:00,0.40251493,1
2021-12-28T22:48:52.548+07:00,0.33672187,1
2021-12-28T22:48:52.588+07:00,0.32282895,1
2021-12-28T22:48:52.632+07:00,0.27377573,1
2021-12-28T22:48:52.677+07:00,0.21213804,1
2021-12-28T22:48:52.722+07:00,0.15548418,1
2021-12-28T22:48:52.780+07:00,0.1889501,1
2021-12-28T22:48:52.822+07:00,0.35846066,1
2021-12-28T22:48:52.878+07:00,0.60846066,1
2021-12-28T22:48:52.921+07:00,0.83565277,1
2021-12-28T22:48:52.976+07:00,0.89060175,1
2021-12-28T22:48:53.039+07:00,0.83690596,1
2021-12-28T22:48:53.079+07:00,0.748754,1
2021-12-28T22:48:53.124+07:00,0.67296636,1
2021-12-28T22:48:53.175+07:00,0.63964707,1
2021-12-28T22:48:53.218+07:00,0.6351018,1
2021-12-28T22:48:53.260+07:00,0.62241864,1
2021-12-28T22:48:53.309+07:00,0.59137034,1
2021-12-28T22:48:53.356+07:00,0.56993663,1
2021-12-28T22:48:53.412+07:00,0.5405511,1
2021-12-28T22:48:53.452+07:00,0.5105022,1
2021-12-28T22:48:53.496+07:00,0.478252,1
2021-12-28T22:48:53.541+07:00,0.45316452,1
2021-12-28T22:48:53.589+07:00,0.43994293,1
2021-12-28T22:48:53.633+07:00,0.43162033,1
2021-12-28T22:48:53.681+07:00,0.45019594,1
2021-12-28T22:48:53.725+07:00,0.46401387,1
2021-12-28T22:48:53.772+07:00,0.4729256,1
2021-12-28T22:48:53.813+07:00,0.48508075,1
2021-12-28T22:48:53.859+07:00,0.49108565,1
2021-12-28T22:48:53.911+07:00,0.49517396,1
2021-12-28T22:48:53.960+07:00,0.49316204,1
2021-12-28T22:48:54.010+07:00,0.4920042,1
2021-12-28T22:48:54.053+07:00,0.48920783,1
2021-12-28T22:48:54.101+07:00,0.48721036,1
2021-12-28T22:48:54.143+07:00,0.4873366,1
2021-12-28T22:48:54.196+07:00,0.48576915,1
2021-12-28T22:48:54.245+07:00,0.48242447,1
2021-12-28T22:48:54.290+07:00,0.4817045,1
2021-12-28T22:48:54.343+07:00,0.48123503,1
2021-12-28T22:48:54.388+07:00,0.4826697,1
2021-12-28T22:48:54.453+07:00,0.4837973,1
2021-12-28T22:48:54.492+07:00,0.48431277,1
2021-12-28T22:48:54.544+07:00,0.48011532,1
2021-12-28T22:48:54.588+07:00,0.4753669,1
2021-12-28T22:48:54.627+07:00,0.48156774,1
2021-12-28T22:48:54.677+07:00,0.48565012,1
2021-12-28T22:48:54.720+07:00,0.4958262,1
2021-12-28T22:48:54.776+07:00,0.504901,1
2021-12-28T22:48:54.817+07:00,0.5030751,1
2021-12-28T22:48:54.875+07:00,0.503968,1
2021-12-28T22:48:54.920+07:00,0.5016549,1
2021-12-28T22:48:54.975+07:00,0.5021566,1
2021-12-28T22:48:55.024+07:00,0.50320137,1
2021-12-28T22:48:55.083+07:00,0.5043921,1
2021-12-28T22:48:55.124+07:00,0.5049549,1
2021-12-28T22:48:55.176+07:00,0.50118154,1
2021-12-28T22:48:55.220+07:00,0.4962766,1
2021-12-28T22:48:55.278+07:00,0.5039752,1
2021-12-28T22:48:55.329+07:00,0.5105561,1
2021-12-28T22:48:55.376+07:00,0.5194783,1
2021-12-28T22:48:55.421+07:00,0.5291909,1
2021-12-28T22:48:55.465+07:00,0.5250618,1
2021-12-28T22:48:55.511+07:00,0.5247745,1
2021-12-28T22:48:55.555+07:00,0.52470875,1
2021-12-28T22:48:55.612+07:00,0.5252709,1
2021-12-28T22:48:55.656+07:00,0.52781475,1
2021-12-28T22:48:55.710+07:00,0.5288404,1
