Timestamp,Value
2022-01-01T21:45:20.123+07:00,0.95443666
2022-01-01T21:45:20.163+07:00,0.9560639
2022-01-01T21:45:20.218+07:00,0.9582416
2022-01-01T21:45:20.261+07:00,0.96106917
2022-01-01T21:45:20.321+07:00,0.96596295
2022-01-01T21:45:20.362+07:00,0.96837556
2022-01-01T21:45:20.417+07:00,0.95378506
2022-01-01T21:45:20.461+07:00,0.9087687
2022-01-01T21:45:20.516+07:00,0.8377847
2022-01-01T21:45:20.561+07:00,0.770177
2022-01-01T21:45:20.621+07:00,0.73176914
2022-01-01T21:45:20.659+07:00,0.73168516
2022-01-01T21:45:20.714+07:00,0.7629204
2022-01-01T21:45:20.758+07:00,0.7941333
2022-01-01T21:45:20.815+07:00,0.81359696
2022-01-01T21:45:20.859+07:00,0.82713294
2022-01-01T21:45:20.918+07:00,0.83628094
2022-01-01T21:45:20.958+07:00,0.84582156
2022-01-01T21:45:21.022+07:00,0.8551891
2022-01-01T21:45:21.063+07:00,0.85359097
2022-01-01T21:45:21.117+07:00,0.7974495
2022-01-01T21:45:21.155+07:00,0.7362103
2022-01-01T21:45:21.214+07:00,0.67830443
2022-01-01T21:45:21.259+07:00,0.6340665
2022-01-01T21:45:21.324+07:00,0.68352914
2022-01-01T21:45:21.361+07:00,0.73811877
2022-01-01T21:45:21.418+07:00,0.79608977
2022-01-01T21:45:21.459+07:00,0.85312283
2022-01-01T21:45:21.516+07:00,0.8734679
2022-01-01T21:45:21.559+07:00,0.89192677
2022-01-01T21:45:21.617+07:00,0.9046002
2022-01-01T21:45:21.661+07:00,0.9146639
2022-01-01T21:45:21.717+07:00,0.91759604
2022-01-01T21:45:21.761+07:00,0.87724715
2022-01-01T21:45:21.823+07:00,0.8098486
2022-01-01T21:45:21.859+07:00,0.74137497
2022-01-01T21:45:21.918+07:00,0.68621266
2022-01-01T21:45:21.962+07:00,0.67952186
2022-01-01T21:45:22.016+07:00,0.71032494
2022-01-01T21:45:22.061+07:00,0.7444615
2022-01-01T21:45:22.118+07:00,0.7731263
2022-01-01T21:45:22.163+07:00,0.79827774
2022-01-01T21:45:22.207+07:00,0.8159393
2022-01-01T21:45:22.256+07:00,0.8300428
2022-01-01T21:45:22.298+07:00,0.8392199
2022-01-01T21:45:22.342+07:00,0.8457187
2022-01-01T21:45:22.386+07:00,0.84755343
2022-01-01T21:45:22.454+07:00,0.84930074
2022-01-01T21:45:22.496+07:00,0.8368794
2022-01-01T21:45:22.548+07:00,0.8209514
2022-01-01T21:45:22.595+07:00,0.8052566
2022-01-01T21:45:22.636+07:00,0.792434
2022-01-01T21:45:22.685+07:00,0.79748553
2022-01-01T21:45:22.726+07:00,0.8077704
2022-01-01T21:45:22.783+07:00,0.8185714
2022-01-01T21:45:22.825+07:00,0.82929516
2022-01-01T21:45:22.884+07:00,0.83525896
2022-01-01T21:45:22.929+07:00,0.8414816
2022-01-01T21:45:22.982+07:00,0.82334
2022-01-01T21:45:23.025+07:00,0.8074566
2022-01-01T21:45:23.086+07:00,0.7938915
2022-01-01T21:45:23.129+07:00,0.76899904
2022-01-01T21:45:23.187+07:00,0.7003985
2022-01-01T21:45:23.228+07:00,0.6249409
2022-01-01T21:45:23.283+07:00,0.54871154
2022-01-01T21:45:23.325+07:00,0.4842675
2022-01-01T21:45:23.384+07:00,0.5170391
2022-01-01T21:45:23.430+07:00,0.55433583
2022-01-01T21:45:23.485+07:00,0.61225194
2022-01-01T21:45:23.526+07:00,0.6699658
2022-01-01T21:45:23.585+07:00,0.70971966
