Timestamp,Value
2022-01-11T16:19:08.799+07:00,0.19031164
2022-01-11T16:19:08.841+07:00,0.18873343
2022-01-11T16:19:08.887+07:00,0.1856842
2022-01-11T16:19:08.931+07:00,0.18569456
2022-01-11T16:19:08.976+07:00,0.18916942
2022-01-11T16:19:09.025+07:00,0.18621927
2022-01-11T16:19:09.066+07:00,0.19432203
2022-01-11T16:19:09.114+07:00,0.18879469
2022-01-11T16:19:09.188+07:00,0.18106757
2022-01-11T16:19:09.228+07:00,0.18762363
2022-01-11T16:19:09.270+07:00,0.1655399
2022-01-11T16:19:09.318+07:00,0.15918697
2022-01-11T16:19:09.380+07:00,0.15065813
2022-01-11T16:19:09.425+07:00,0.14580864
2022-01-11T16:19:09.469+07:00,0.15751642
2022-01-11T16:19:09.516+07:00,0.16155654
2022-01-11T16:19:09.562+07:00,0.17308371
2022-01-11T16:19:09.622+07:00,0.16956337
2022-01-11T16:19:09.664+07:00,0.17321208
2022-01-11T16:19:09.712+07:00,0.18053564
2022-01-11T16:19:09.762+07:00,0.18690164
2022-01-11T16:19:09.815+07:00,0.18854426
2022-01-11T16:19:09.860+07:00,0.17581226
2022-01-11T16:19:09.901+07:00,0.15356459
2022-01-11T16:19:09.946+07:00,0.10659922
2022-01-11T16:19:10.009+07:00,0.06676194
2022-01-11T16:19:10.052+07:00,0.033589732
2022-01-11T16:19:10.112+07:00,0.030988654
2022-01-11T16:19:10.156+07:00,0.04748693
2022-01-11T16:19:10.209+07:00,0.070787646
2022-01-11T16:19:10.254+07:00,0.10971421
2022-01-11T16:19:10.307+07:00,0.13952866
2022-01-11T16:19:10.353+07:00,0.17562218
2022-01-11T16:19:10.399+07:00,0.21804973
2022-01-11T16:19:10.441+07:00,0.23846832
2022-01-11T16:19:10.487+07:00,0.26536867
2022-01-11T16:19:10.539+07:00,0.28717223
2022-01-11T16:19:10.586+07:00,0.2976608
2022-01-11T16:19:10.640+07:00,0.33166716
2022-01-11T16:19:10.684+07:00,0.3378746
2022-01-11T16:19:10.745+07:00,0.32745633
2022-01-11T16:19:10.785+07:00,0.3284454
2022-01-11T16:19:10.836+07:00,0.34378165
2022-01-11T16:19:10.879+07:00,0.36100596
2022-01-11T16:19:10.935+07:00,0.39364263
2022-01-11T16:19:10.982+07:00,0.43203276
2022-01-11T16:19:11.038+07:00,0.49499378
2022-01-11T16:19:11.084+07:00,0.57279736
2022-01-11T16:19:11.126+07:00,0.6738737
2022-01-11T16:19:11.169+07:00,0.76429087
2022-01-11T16:19:11.216+07:00,0.80906004
2022-01-11T16:19:11.269+07:00,0.8585044
2022-01-11T16:19:11.314+07:00,0.8921383
2022-01-11T16:19:11.367+07:00,0.9202809
2022-01-11T16:19:11.419+07:00,0.9370264
2022-01-11T16:19:11.464+07:00,0.9273013
2022-01-11T16:19:11.508+07:00,0.903002
2022-01-11T16:19:11.554+07:00,0.86831194
2022-01-11T16:19:11.621+07:00,0.70861244
2022-01-11T16:19:11.666+07:00,0.56753844
2022-01-11T16:19:11.710+07:00,0.48523578
2022-01-11T16:19:11.765+07:00,0.43146887
2022-01-11T16:19:11.807+07:00,0.507624
2022-01-11T16:19:11.865+07:00,0.5691279
2022-01-11T16:19:11.909+07:00,0.58841014
2022-01-11T16:19:11.957+07:00,0.5524562
2022-01-11T16:19:12.000+07:00,0.5253451
2022-01-11T16:19:12.046+07:00,0.51347923
2022-01-11T16:19:12.099+07:00,0.48486105
2022-01-11T16:19:12.142+07:00,0.50088775
2022-01-11T16:19:12.189+07:00,0.5071925
2022-01-11T16:19:12.234+07:00,0.48920968
2022-01-11T16:19:12.281+07:00,0.48485112
2022-01-11T16:19:12.328+07:00,0.4665499
2022-01-11T16:19:12.372+07:00,0.45914707
2022-01-11T16:19:12.419+07:00,0.4717426
2022-01-11T16:19:12.464+07:00,0.48892322
2022-01-11T16:19:12.511+07:00,0.5150376
2022-01-11T16:19:12.555+07:00,0.525541
2022-01-11T16:19:12.616+07:00,0.53908783
2022-01-11T16:19:12.658+07:00,0.5386045
2022-01-11T16:19:12.703+07:00,0.5364475
2022-01-11T16:19:12.752+07:00,0.5434923
2022-01-11T16:19:12.809+07:00,0.5474779
2022-01-11T16:19:12.860+07:00,0.5489764
2022-01-11T16:19:12.902+07:00,0.5526927
2022-01-11T16:19:12.949+07:00,0.5523779
2022-01-11T16:19:12.998+07:00,0.5467316
2022-01-11T16:19:13.039+07:00,0.5462312
2022-01-11T16:19:13.085+07:00,0.54320765
2022-01-11T16:19:13.144+07:00,0.5394927
2022-01-11T16:19:13.194+07:00,0.5366529
2022-01-11T16:19:13.236+07:00,0.533905
2022-01-11T16:19:13.282+07:00,0.5292578
2022-01-11T16:19:13.342+07:00,0.52081585
2022-01-11T16:19:13.384+07:00,0.5110056
2022-01-11T16:19:13.440+07:00,0.5028065
2022-01-11T16:19:13.483+07:00,0.4932034
2022-01-11T16:19:13.543+07:00,0.49758312
2022-01-11T16:19:13.586+07:00,0.4994496
2022-01-11T16:19:13.639+07:00,0.4992028
2022-01-11T16:19:13.683+07:00,0.502497
2022-01-11T16:19:13.740+07:00,0.4917941
2022-01-11T16:19:13.783+07:00,0.48751438
2022-01-11T16:19:13.842+07:00,0.49751693
2022-01-11T16:19:13.891+07:00,0.5065678
