Timestamp,Value
2022-01-01T21:34:52.861+07:00,0.9222559
2022-01-01T21:34:52.903+07:00,0.92640024
2022-01-01T21:34:52.950+07:00,0.93543214
2022-01-01T21:34:52.992+07:00,0.9474712
2022-01-01T21:34:53.045+07:00,0.9574848
2022-01-01T21:34:53.092+07:00,0.96076155
2022-01-01T21:34:53.136+07:00,0.96213377
2022-01-01T21:34:53.183+07:00,0.9578062
2022-01-01T21:34:53.226+07:00,0.9532989
2022-01-01T21:34:53.278+07:00,0.87790865
2022-01-01T21:34:53.320+07:00,0.7985572
2022-01-01T21:34:53.364+07:00,0.7280407
2022-01-01T21:34:53.407+07:00,0.6681046
2022-01-01T21:34:53.457+07:00,0.67999846
2022-01-01T21:34:53.507+07:00,0.6909729
2022-01-01T21:34:53.556+07:00,0.6985669
2022-01-01T21:34:53.596+07:00,0.70160866
2022-01-01T21:34:53.649+07:00,0.7187254
2022-01-01T21:34:53.696+07:00,0.7449742
2022-01-01T21:34:53.745+07:00,0.7703935
2022-01-01T21:34:53.788+07:00,0.79198986
2022-01-01T21:34:53.831+07:00,0.81641364
2022-01-01T21:34:53.876+07:00,0.8379547
2022-01-01T21:34:53.922+07:00,0.8601836
2022-01-01T21:34:53.973+07:00,0.8895606
2022-01-01T21:34:54.018+07:00,0.9095635
2022-01-01T21:34:54.065+07:00,0.9266629
2022-01-01T21:34:54.111+07:00,0.9208387
2022-01-01T21:34:54.155+07:00,0.86335325
2022-01-01T21:34:54.212+07:00,0.80941075
2022-01-01T21:34:54.254+07:00,0.7482303
2022-01-01T21:34:54.312+07:00,0.71059215
2022-01-01T21:34:54.353+07:00,0.7185802
2022-01-01T21:34:54.399+07:00,0.71989715
2022-01-01T21:34:54.448+07:00,0.7322162
2022-01-01T21:34:54.499+07:00,0.7479952
2022-01-01T21:34:54.542+07:00,0.75840974
2022-01-01T21:34:54.582+07:00,0.774009
2022-01-01T21:34:54.630+07:00,0.7967633
2022-01-01T21:34:54.677+07:00,0.8123488
2022-01-01T21:34:54.723+07:00,0.8377162
2022-01-01T21:34:54.768+07:00,0.8708677
2022-01-01T21:34:54.812+07:00,0.888019
2022-01-01T21:34:54.859+07:00,0.91391873
2022-01-01T21:34:54.906+07:00,0.9445643
2022-01-01T21:34:54.954+07:00,0.9624069
2022-01-01T21:34:54.997+07:00,0.9483803
2022-01-01T21:34:55.046+07:00,0.89998895
2022-01-01T21:34:55.091+07:00,0.84396905
2022-01-01T21:34:55.137+07:00,0.78642833
2022-01-01T21:34:55.181+07:00,0.7669231
2022-01-01T21:34:55.228+07:00,0.7704073
2022-01-01T21:34:55.273+07:00,0.7751635
2022-01-01T21:34:55.314+07:00,0.7832725
2022-01-01T21:34:55.362+07:00,0.79068327
2022-01-01T21:34:55.413+07:00,0.8121379
2022-01-01T21:34:55.454+07:00,0.83065796
2022-01-01T21:34:55.502+07:00,0.85048807
2022-01-01T21:34:55.561+07:00,0.8647877
2022-01-01T21:34:55.605+07:00,0.88034207
2022-01-01T21:34:55.648+07:00,0.89750713
2022-01-01T21:34:55.693+07:00,0.9117342
2022-01-01T21:34:55.743+07:00,0.92803174
2022-01-01T21:34:55.790+07:00,0.9338836
2022-01-01T21:34:55.830+07:00,0.9427185
2022-01-01T21:34:55.878+07:00,0.9344194
2022-01-01T21:34:55.922+07:00,0.8767127
2022-01-01T21:34:55.971+07:00,0.8106067
2022-01-01T21:34:56.028+07:00,0.74375755
2022-01-01T21:34:56.078+07:00,0.68850154
2022-01-01T21:34:56.125+07:00,0.6888161
2022-01-01T21:34:56.168+07:00,0.68980116
